Food	Serving Size	Calories	Fat	Saturated Fat	Cholesterol	Sodium	Carbs	Dietery Fiber	Sugar	Protein	Labels	Ingredients
California Club Sub Provolone (Wrap)	Wrap	122.58	9.32	5.56	26.23	274.64	0.78	0	0.1	8.88	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Turkey Club Sub Provolone (Wrap)	Wrap	122.58	9.32	5.56	26.23	274.64	0.78	0	0.1	8.88	milk, halal, kosher	Cultured pasteurized milk, salt and enzymes.
Cappacuolo (Bowl)	Bowl	25.53	0.71	0.2	8.7	205.9	1.07	0	0.92	3.83		Ham cured with water, dextrose, less than 2% of salt, flavorings, sugar, soybean oil, sodium phosphate, smoke flavoring, sodium erythorbate, sodium nitrite, paprika oleoresin, potassium lactate, sodium diacetate.
#14 The Veggie Swiss (Mini)	Mini	97.72	7.44	4.53	23.66	68.84	0.57	0	0	7.11	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#9 Club Supreme Swiss (Mini)	Mini	65.15	4.96	3.02	15.77	45.89	0.38	0	0	4.74	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#9 Halal Club Supreme Swiss (Mini)	Mini	65.15	4.96	3.02	15.77	45.89	0.38	0	0	4.74	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
Green Bell Pepper (Mini)	Mini	4.2	0.04	0.02	0	0.62	0.98	0.36	0.5	0.18		
#14 The Veggie Swiss (Regular)	Regular	162.87	12.4	7.54	39.44	114.73	0.94	0	0	11.85	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#9 Club Supreme Swiss (Regular)	Regular	97.72	7.44	4.53	23.66	68.84	0.57	0	0	7.11	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#20 Grilled Pastrami Reuben Swiss (Regular)	Regular	97.72	7.44	4.53	23.66	68.84	0.57	0	0	7.11	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#54 Big Kahuna Hot Veggie Swiss (Regular)	Regular	162.87	12.4	7.54	39.44	114.73	0.94	0	0	11.85	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#9 Halal Club Supreme Swiss (Regular)	Regular	97.72	7.44	4.53	23.66	68.84	0.57	0	0	7.11	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#14 The Veggie Green Bell Pepper (Regular)	Regular	6.3	0.06	0.03	0	0.93	1.47	0.54	0.75	0.27		
#7 Bacon, Egg, Cheese, Peppers and Mushrooms Green Bell Pepper (Regular)	Regular	0.53	0.01	0	0	0.08	0.12	0.04	0.06	0.02		
#8 Cheese, Ham, Bacon, Peppers and Mushrooms Green Bell Pepper (Regular)	Regular	0.42	0	0	0	0.06	0.1	0.04	0.05	0.02		
#54 Big Kahuna Hot Veggie Green Bell Pepper (Regular)	Regular	0.53	0.01	0	0	0.08	0.12	0.04	0.06	0.02		
#14 The Veggie Swiss (Giant)	Giant	325.74	24.81	15.09	78.87	229.47	1.89	0	0	23.7	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#9 Club Supreme Swiss (Giant)	Giant	162.87	12.4	7.54	39.44	114.73	0.94	0	0	11.85	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#20 Grilled Pastrami Reuben Swiss (Giant)	Giant	195.44	14.89	9.05	47.32	137.68	1.13	0	0	14.22	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#9 Halal Club Supreme Swiss (Giant)	Giant	162.87	12.4	7.54	39.44	114.73	0.94	0	0	11.85	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
Green Bell Pepper (Giant)	Giant	10.5	0.1	0.05	0	1.55	2.45	0.9	1.25	0.45		
#14 The Veggie Swiss (Wrap)	Wrap	162.87	12.4	7.54	39.44	114.73	0.94	0	0	11.85	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#9 Club Supreme Swiss (Wrap)	Wrap	97.72	7.44	4.53	23.66	68.84	0.57	0	0	7.11	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
Green Bell Pepper (Wrap)	Wrap	6.3	0.06	0.03	0	0.93	1.47	0.54	0.75	0.27		
#14 The Veggie Swiss (Bowl)	Bowl	162.87	12.4	7.54	39.44	114.73	0.94	0	0	11.85	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#9 Club Supreme Swiss (Bowl)	Bowl	97.72	7.44	4.53	23.66	68.84	0.57	0	0	7.11	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
#20 Grilled Pastrami Reuben Swiss (Bowl)	Bowl	97.72	7.44	4.53	23.66	68.84	0.57	0	0	7.11	milk	(Pasteurized part-skim milk, salt, cheese cultures, enzymes, natamycin (a natural mold inhibitor)) OR (Pasteurized part-skim milk, salt, cheese cultures, enzymes)
Green Bell Pepper (Bowl)	Bowl	6.3	0.06	0.03	0	0.93	1.47	0.54	0.75	0.27		
#5 The Super Sub Prosciuttini (Mini)	Mini	24.87	0.59	0.1	7.34	208.76	1.05	0	0.89	3.94		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#13 The Original Italian Prosciuttini (Mini)	Mini	24.87	0.59	0.1	7.34	208.76	1.05	0	0.89	3.94		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#4 The Number Four Prosciuttini (Mini)	Mini	37.31	0.89	0.16	11	313.14	1.57	0	1.33	5.9		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#5 The Super Sub Prosciuttini (Regular)	Regular	49.74	1.18	0.21	14.67	417.52	2.1	0	1.78	7.87		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#13 The Original Italian Prosciuttini (Regular)	Regular	49.74	1.18	0.21	14.67	417.52	2.1	0	1.78	7.87		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#4 The Number Four Prosciuttini (Regular)	Regular	74.62	1.78	0.31	22.01	626.28	3.14	0	2.66	11.81		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#5 The Super Sub Prosciuttini (Giant)	Giant	87.05	2.07	0.36	25.68	730.66	3.67	0	3.11	13.78		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#13 The Original Italian Prosciuttini (Giant)	Giant	87.05	2.07	0.36	25.68	730.66	3.67	0	3.11	13.78		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#4 The Number Four Prosciuttini (Giant)	Giant	124.36	2.96	0.52	36.68	1043.8	5.24	0	4.44	19.68		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#5 The Super Sub Prosciuttini (Wrap)	Wrap	49.74	1.18	0.21	14.67	417.52	2.1	0	1.78	7.87		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#13 The Original Italian Prosciuttini (Wrap)	Wrap	49.74	1.18	0.21	14.67	417.52	2.1	0	1.78	7.87		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#4 The Number Four Prosciuttini (Wrap)	Wrap	74.62	1.78	0.31	22.01	626.28	3.14	0	2.66	11.81		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#5 The Super Sub Prosciuttini (Bowl)	Bowl	49.74	1.18	0.21	14.67	417.52	2.1	0	1.78	7.87		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#13 The Original Italian Prosciuttini (Bowl)	Bowl	49.74	1.18	0.21	14.67	417.52	2.1	0	1.78	7.87		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#4 The Number Four Prosciuttini (Bowl)	Bowl	74.62	1.78	0.31	22.01	626.28	3.14	0	2.66	11.81		Ham cured with water, dextrose, salt, contains 2% or less of: sodium phosphate, potassium lactate, smoke flavoring, sodium diacetate, sodium erythorbate, sodium nitrite. Coated in black pepper.
#7 Turkey and Provolone Turkey (Mini)	Mini	55.6	0.62	0.04	24.17	478.68	0.32	0	0.32	11.91		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#8 Club Sub Turkey (Mini)	Mini	37.5	0.42	0.03	16.3	322.83	0.22	0	0.22	8.03		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#9 Club Supreme Turkey (Mini)	Mini	34.91	0.39	0.03	15.17	300.56	0.2	0	0.2	7.48		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Chipotle Turkey Sub Turkey (Mini)	Mini	55.6	0.62	0.04	24.17	478.68	0.32	0	0.32	11.91		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
California Club Sub Turkey (Mini)	Mini	55.6	0.62	0.04	24.17	478.68	0.32	0	0.32	11.91		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Turkey Club Sub Turkey (Mini)	Mini	55.6	0.62	0.04	24.17	478.68	0.32	0	0.32	11.91		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#7 Turkey and Provolone Turkey (Regular)	Regular	111.2	1.25	0.09	48.33	957.35	0.65	0	0.65	23.82		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#8 Club Sub Turkey (Regular)	Regular	55.6	0.62	0.04	24.17	478.68	0.32	0	0.32	11.91		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#9 Club Supreme Turkey (Regular)	Regular	74.99	0.84	0.06	32.6	645.66	0.43	0	0.43	16.07		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Chipotle Turkey Sub Turkey (Regular)	Regular	93.1	1.04	0.07	40.46	801.5	0.54	0	0.54	19.94		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
California Club Sub Turkey (Regular)	Regular	111.2	1.25	0.09	48.33	957.35	0.65	0	0.65	23.82		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Turkey Club Sub Turkey (Regular)	Regular	90.51	1.01	0.07	39.34	779.24	0.53	0	0.53	19.39		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#7 Turkey and Provolone Turkey (Giant)	Giant	186.19	2.09	0.14	80.93	1603.01	1.08	0	1.08	39.89		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#8 Club Sub Turkey (Giant)	Giant	93.1	1.04	0.07	40.46	801.5	0.54	0	0.54	19.94		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#9 Club Supreme Turkey (Giant)	Giant	111.2	1.25	0.09	48.33	957.35	0.65	0	0.65	23.82		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Chipotle Turkey Sub Turkey (Giant)	Giant	186.19	2.09	0.14	80.93	1603.01	1.08	0	1.08	39.89		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
California Club Sub Turkey (Giant)	Giant	186.19	2.09	0.14	80.93	1603.01	1.08	0	1.08	39.89		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Turkey Club Sub Turkey (Giant)	Giant	181.02	2.03	0.14	78.68	1558.48	1.05	0	1.05	38.78		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#7 Turkey and Provolone Turkey (Wrap)	Wrap	93.1	1.04	0.07	40.46	801.5	0.54	0	0.54	19.94		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#8 Club Sub Turkey (Wrap)	Wrap	55.6	0.62	0.04	24.17	478.68	0.32	0	0.32	11.91		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#9 Club Supreme Turkey (Wrap)	Wrap	74.99	0.84	0.06	32.6	645.66	0.43	0	0.43	16.07		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Chipotle Turkey Sub Turkey (Wrap)	Wrap	90.51	1.01	0.07	39.34	779.24	0.53	0	0.53	19.39		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
California Club Sub Turkey (Wrap)	Wrap	111.2	1.25	0.09	48.33	957.35	0.65	0	0.65	23.82		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Turkey Club Sub Turkey (Wrap)	Wrap	90.51	1.01	0.07	39.34	779.24	0.53	0	0.53	19.39		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#7 Turkey and Provolone Turkey (Bowl)	Bowl	93.1	1.04	0.07	40.46	801.5	0.54	0	0.54	19.94		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#8 Club Sub Turkey (Bowl)	Bowl	55.6	0.62	0.04	24.17	478.68	0.32	0	0.32	11.91		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
#9 Club Supreme Turkey (Bowl)	Bowl	74.99	0.84	0.06	32.6	645.66	0.43	0	0.43	16.07		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Chipotle Turkey Sub Turkey (Bowl)	Bowl	90.51	1.01	0.07	39.34	779.24	0.53	0	0.53	19.39		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
California Club Sub Turkey (Bowl)	Bowl	111.2	1.25	0.09	48.33	957.35	0.65	0	0.65	23.82		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Turkey Club Sub Turkey (Bowl)	Bowl	90.51	1.01	0.07	39.34	779.24	0.53	0	0.53	19.39		(Turkey Breast Meat, Turkey Broth, Water, Salt, Dextrose, Sodium Phosphate, Pepper)
Made Tuna Salad (Mini)	Mini	279.95	25.74	3.96	33.05	350.38	1.1	0.23	0.71	11.86	egg, fish, soy, kosher	MAYONNAISE (Soybean oil, water, vinegar, egg yolks, eggs, contains 2% or less of sugar, salt, spice, lemon juice concentrate, citric acid, calcium disodium EDTA added to protect flavor) OR (Soybean oil, water, egg yolks, distilled vinegar, sugar, salt, lemon juice concentrate, calcium disodium EDTA (to protect quality), natural flavors, extractives of paprika), ALBACORE TUNA (White tuna, water, vegetable broth, salt, pyrophosphate), LIGHT TUNA (Light tuna, water, vegetable broth, salt), Celery, BLACK PEPPER.
Made Tuna Salad (Regular)	Regular	473.77	43.56	6.71	55.94	592.96	1.87	0.39	1.21	20.07	egg, fish, soy, kosher	MAYONNAISE (Soybean oil, water, vinegar, egg yolks, eggs, contains 2% or less of sugar, salt, spice, lemon juice concentrate, citric acid, calcium disodium EDTA added to protect flavor) OR (Soybean oil, water, egg yolks, distilled vinegar, sugar, salt, lemon juice concentrate, calcium disodium EDTA (to protect quality), natural flavors, extractives of paprika), ALBACORE TUNA (White tuna, water, vegetable broth, salt, pyrophosphate), LIGHT TUNA (Light tuna, water, vegetable broth, salt), Celery, BLACK PEPPER.
Made Tuna Salad (Giant)	Giant	861.4	79.2	12.2	101.7	1078.1	3.4	0.7	2.2	36.5	egg, fish, soy, kosher	MAYONNAISE (Soybean oil, water, vinegar, egg yolks, eggs, contains 2% or less of sugar, salt, spice, lemon juice concentrate, citric acid, calcium disodium EDTA added to protect flavor) OR (Soybean oil, water, egg yolks, distilled vinegar, sugar, salt, lemon juice concentrate, calcium disodium EDTA (to protect quality), natural flavors, extractives of paprika), ALBACORE TUNA (White tuna, water, vegetable broth, salt, pyrophosphate), LIGHT TUNA (Light tuna, water, vegetable broth, salt), Celery, BLACK PEPPER.
Made Tuna Salad (Wrap)	Wrap	473.77	43.56	6.71	55.94	592.96	1.87	0.39	1.21	20.07	egg, fish, soy, kosher	MAYONNAISE (Soybean oil, water, vinegar, egg yolks, eggs, contains 2% or less of sugar, salt, spice, lemon juice concentrate, citric acid, calcium disodium EDTA added to protect flavor) OR (Soybean oil, water, egg yolks, distilled vinegar, sugar, salt, lemon juice concentrate, calcium disodium EDTA (to protect quality), natural flavors, extractives of paprika), ALBACORE TUNA (White tuna, water, vegetable broth, salt, pyrophosphate), LIGHT TUNA (Light tuna, water, vegetable broth, salt), Celery, BLACK PEPPER.
Made Tuna Salad (Bowl)	Bowl	473.77	43.56	6.71	55.94	592.96	1.87	0.39	1.21	20.07	egg, fish, soy, kosher	MAYONNAISE (Soybean oil, water, vinegar, egg yolks, eggs, contains 2% or less of sugar, salt, spice, lemon juice concentrate, citric acid, calcium disodium EDTA added to protect flavor) OR (Soybean oil, water, egg yolks, distilled vinegar, sugar, salt, lemon juice concentrate, calcium disodium EDTA (to protect quality), natural flavors, extractives of paprika), ALBACORE TUNA (White tuna, water, vegetable broth, salt, pyrophosphate), LIGHT TUNA (Light tuna, water, vegetable broth, salt), Celery, BLACK PEPPER.
#6  Roast Beef and Provolone Roast Beef (Mini)	Mini	136.54	4.02	1.4	60.32	200.75	0	0	0	23.3		100% Beef, Salt
#9 Club Supreme Roast Beef (Mini)	Mini	73.33	2.16	0.75	32.39	107.81	0	0	0	12.51		100% Beef, Salt
#12 Cancro Special Roast Beef (Mini)	Mini	103.67	3.05	1.07	45.8	152.42	0	0	0	17.69		100% Beef, Salt
#5 Steak, Egg and Cheese Roast Beef (Mini)	Mini	126.42	3.73	1.3	55.85	185.88	0	0	0	21.57		100% Beef, Salt
#6  Roast Beef and Provolone Roast Beef (Regular)	Regular	207.34	6.11	2.13	91.59	304.83	0	0	0	35.38		100% Beef, Salt
#9 Club Supreme Roast Beef (Regular)	Regular	103.67	3.05	1.07	45.8	152.42	0	0	0	17.69		100% Beef, Salt
#12 Cancro Special Roast Beef (Regular)	Regular	207.34	6.11	2.13	91.59	304.83	0	0	0	35.38		100% Beef, Salt
#19 BBQ Beef Roast Beef (Regular)	Regular	278.13	8.2	2.86	122.87	408.93	0	0	0	47.47		100% Beef, Salt
#5 Steak, Egg and Cheese Roast Beef (Regular)	Regular	164.35	4.84	1.69	72.61	241.64	0	0	0	28.05		100% Beef, Salt
#6  Roast Beef and Provolone Roast Beef (Giant)	Giant	412.15	12.14	4.24	182.07	605.95	0	0	0	70.33		100% Beef, Salt
#9 Club Supreme Roast Beef (Giant)	Giant	171.94	5.07	1.77	75.96	252.79	0	0	0	29.34		100% Beef, Salt
#12 Cancro Special Roast Beef (Giant)	Giant	343.88	10.13	3.54	151.91	505.58	0	0	0	58.68		100% Beef, Salt
#19 BBQ Beef Roast Beef (Giant)	Giant	480.42	14.15	4.94	212.23	706.33	0	0	0	81.98		100% Beef, Salt
#6  Roast Beef and Provolone Roast Beef (Wrap)	Wrap	207.34	6.11	2.13	91.59	304.83	0	0	0	35.38		100% Beef, Salt
#9 Club Supreme Roast Beef (Wrap)	Wrap	103.67	3.05	1.07	45.8	152.42	0	0	0	17.69		100% Beef, Salt
#12 Cancro Special Roast Beef (Wrap)	Wrap	207.34	6.11	2.13	91.59	304.83	0	0	0	35.38		100% Beef, Salt
#19 BBQ Beef Roast Beef (Wrap)	Wrap	278.13	8.2	2.86	122.87	408.93	0	0	0	47.47		100% Beef, Salt
#6  Roast Beef and Provolone Roast Beef (Bowl)	Bowl	207.34	6.11	2.13	91.59	304.83	0	0	0	35.38		100% Beef, Salt
#9 Club Supreme Roast Beef (Bowl)	Bowl	103.67	3.05	1.07	45.8	152.42	0	0	0	17.69		100% Beef, Salt
#12 Cancro Special Roast Beef (Bowl)	Bowl	207.34	6.11	2.13	91.59	304.83	0	0	0	35.38		100% Beef, Salt
#19 BBQ Beef Roast Beef (Bowl)	Bowl	278.13	8.2	2.86	122.87	408.93	0	0	0	47.47		100% Beef, Salt
#13 The Original Italian Hard Salami (Mini)	Mini	41.71	3.58	1.43	8.81	171.63	0.36	0.01	0.33	1.88		(Pork, beef, salt, dextrose, lactic acid starter culture, spices, sodium ascorbate, garlic powder, sodium nitrite, BHA*, BHT*, citric acid*) (*BHA, BHT, citric acid added to help protect flavor).
#11 Stickball Special Hard Salami (Mini)	Mini	41.71	3.58	1.43	8.81	171.63	0.36	0.01	0.33	1.88		(Pork, beef, salt, dextrose, lactic acid starter culture, spices, sodium ascorbate, garlic powder, sodium nitrite, BHA*, BHT*, citric acid*) (*BHA, BHT, citric acid added to help protect flavor).
Salami and Cheese Hard Salami (Mini)	Mini	221.32	19	7.6	46.74	910.6	1.91	0.06	1.76	9.95		(Pork, beef, salt, dextrose, lactic acid starter culture, spices, sodium ascorbate, garlic powder, sodium nitrite, BHA*, BHT*, citric acid*) (*BHA, BHT, citric acid added to help protect flavor).
